;tweet;retweet;favoritos
142;RT @MinEconomia: #ECONOMIA | Exportações crescem 36,9% nas duas primeiras semanas de março.  ... Você sabia? Quando as exportações superam…;932;0
143;Ministérios desenvolvem Programa para jovens carentes da rede pública de ensino em várias oficinas, como volei, tênis, futebol, basquete, atletismo, ginástica, teatro, dança e artes. A intenção é expandir cada vez mais. Detalhes. https://t.co/UY5h5tJnbb: via @MEC_Comunicacao;4178;29212
144;Na campanha, firmei o compromisso de enxugar a máquina pública e torná-la eficiente. Assinei decreto que extingue 21.000 cargos comissionados da esfera federal. Economia de quase R$195 MILHÕES de dinheiro público e ainda há muito o que fazer! ESTAMOS CUMPRINDO NOSSA MISSÃO! 🇧🇷;12709;84945
145;Descentralização de recursos. Com a palavra o Ministro da Economia Paulo Guedes. https://t.co/iD5O3TfjtE;9465;47274
146;*atentado;1419;27847
147;Presto minhas condolências aos familiares das vítimas do desumano atendado ocorrido hoje na Escola Professor Raul Brasil, em Suzano, São Paulo. Uma monstruosidade e covardia sem tamanho. Que Deus conforte o coração de todos!;11518;119275
148;A produção da safra do milho 2018/2019 cresceu 5,6 milhões de toneladas e mais que a anterior. Já a de algodão bateu seu recorde e superou 2,6 milhões a mais no mesmo período. Ambas atendendo o mercado interno e externo. Garantias de resultados expressivos na economia do setor. https://t.co/YE9ZpZMKnZ;4316;29754
149;Simplificação e agilidade. Seguimos avançando sempre num espaço curto de tempo. Bom dia a todos! https://t.co/JRsr7KgjYq;5093;33095
150;Emprego, desenvolvimento regional, nacional e economia: via @MInfraestrutura @tarcisiogdf @AviacaoGovBr https://t.co/y1VF1Ewk5T;2833;18423
151;https://t.co/kENIbxh0jU;4259;29148
152;A estação realiza estudos sobre mudanças climáticas a pesquisas em biotecnologia com o objetivo de desenvolver avanços na medicina e na agricultura.;3182;33813
153;Com o trabalho do Ministerio da Ciência e Tecnologia, inauguramos os serviços de telecomunicações da estação brasileira na Antártica. Os cientistas e militares que lá atuam  agora dispõem de internet fixa de alta velocidade, conexão 4G, acesso wi-fi nas instalações e sinal de TV.;5511;47062
154;Um prazer receber em nosso país o Sr. @MaritoAbdo , Presidente da República do Paraguai. O Brasil está disposto a trabalhar junto por uma América do Sul mais livre e próspera! 🇧🇷🤝🇵🇾 https://t.co/on315c1POc;3829;31359
155;Informo que não há verbas sendo liberadas para aprovação da Nova Previdência como veículos de informação vem divulgando. Seguimos o rito constitucional e obrigatório do Orçamento Impositivo, onde é obrigatório a liberação anual de emendas parlamentares. No mais, segue a verdade: https://t.co/ojxNuIoV2T;6102;28890
156;Assim como o Ministro @tarcisiogdf ,parabenizo o @DNIToficial pelo trabalho: As equipes restauraram a cabeceira da ponte sobre o rio Igarapé São José na BR-364, em Rondônia, afetada ontem por erosão. Tráfego foi na região foi liberado em menos de 24 horas depois do ocorrido. https://t.co/jBSpaAXIsK;3703;26098
157;Nesta terça-feira receberemos o Presidente do Paraguai @MaritoAbdo . O objetivo é fomentar nossos laços com um de nossos maiores parceiros econômicos vizinhos, além de possibilitar desenvolvimento nas áreas de infraestrutura e preocupações compartilhadas em relação a segurança. https://t.co/AZ2QfWwybS;3069;20355
158;A Nova Previdência define a aposentadoria de políticos nos padrões do INSS, inclui militares e servidores, é mais justa, igualitária e preserva os direitos do trabalhador. Parlamentares têm a chance de fazer história participando deste processo que levará o Brasil à prosperidade!;6948;45640
159;Estima-se que com a aprovação da Nova Previdência serão criados 8 milhões de novos empregos formais, além de garantir os benefícios dos atuais aposentados e aliviar os mais pobres, que pagarão ainda menos do que pagam hoje. Mente quem diz que a proposta beneficia os mais ricos!;9952;60581
160;"@folha_poder A 1ª chamada fala sobre um novo coordenador das redes sociais após ""polêmicas"", induzindo o leitor a associar meu perfil pessoal à notícia. Essa muda o foco da minha resposta à desinformação da 1ª para a nomeação de um novo servidor. É a Fake News da Fake News! https://t.co/KLMaBZ7y7U";2989;14786
161;@UOL Fakenews!;5716;41848
162;A confiança na agricultura faz setor de aviação especíco crescer e gerar empregos. A aviação agrícola brasileira entrou 2019 com 2.194 aeronaves, alta de 3,74% em relação ao ano de 2018. O Brasil segue com a segunda maior força aérea agrícola do planeta. Vamos voar mais longe!;4216;29761
163;Leilão de mais de 10 aeroportos será dia 15 de março: Recife (PE), Maceió (AL), Aracaju (SE), Juazeiro do Norte (CE), João Pessoa e Campina Grande, na Paraíba, Vitória (ES) e Macaé (RJ), Cuiabá, Sinop, Rondonópolis e Alta Floresta, todos em MT. Veja locais previsões de valores: https://t.co/uxu3NYCR0a;3550;21705
164;Vemos muitas manifestações de solidariedade de editores de revistas e jornais como esta da @VICEBRASIL e outras facilmente indentificadas. Segue o jogo da farsa e do vitimismo de quem nunca foi vítima. https://t.co/kcTMHo6i6F;3746;24803
165;Informatização, unificação de informações e aceleração no processo para benefício do trabalhador do campo. Saiba mais acompanhando @Min_Agricultura https://t.co/mBu25tAe3D;2144;13343
166;e que impeçamos para sempre que o mal que esteve tão perto de destruir nosso país volte com força. Defeitos, todos temos, mas a maldade formada para destruir é nata e organizada apenas por um lado. Vamos trabalhar juntos para resgatar nosso amado Brasil!;4550;35955
167;Não se refaz da noite para o dia algo tão grande, mas um ponto de partida já existe e estamos fazendo nossa difícil parte. Desejamos que outras gerações se organizem e levem adiante esta sementinha que foi plantada por muitos.;3927;34031
168;Uma das prioridades do nosso governo é quebrar o ciclo da massa hipnotizada comendo migalhas enquanto seus líderes nadam em milhões da corrupção do erário. Infelizmente, é um trabalho duro e demorado, pois ao longo de anos o aparelhamento do estado foi estrategicamente gigantesco;4232;23043
169;O ambiente acadêmico com o passar do tempo vem sendo massacrado pela ideologia de esquerda que divide para conquistar e enaltece o socialismo e tripudia o capitalismo. Neste contexto a formação dos cidadãos é esquecida e prioriza-se a conquista dos militantes políticos.;7800;53250
170;Se não ler as notícias é desinformado... se as ler ficará mal informado. https://t.co/Nli5M1sGSh;12877;56900
171;"Constança Rezende, do ""O Estado de SP"" diz querer arruinar a vida de Flávio Bolsonaro e buscar o Impeachment do Presidente Jair Bolsonaro. Ela é filha de Chico Otavio, profissional do ""O Globo"". Querem derrubar o Governo, com chantagens, desinformações e vazamentos. https://t.co/1iskN3Az2F";16619;62446
172;Em prática o que dito em nossa campanha, a Ministra @DamaresAlves está empenhada em desfazer os malfeitos de gestões anteriores, prezando por respeito e responsabilidade com o brasileiro. A integração dos índios em nossa sociedade faz parte desse processo. https://t.co/CAoljWKRHL;4914;37104
173;No Dia Mundial da Água, 22 de Março, o ministro do Meio Ambiente @rsallesmma lançará a primeira etapa da Agenda Ambiental Urbana: Combate ao Lixo no Mar, em Santos e em Ilhabela. Este Tubarão-Baleia será um símbolo de 15 metros que será preenchido com o lixo retirado do mar. https://t.co/ehfbK7nWv9;5608;38193
174;Detalhes sobre a Nova Previdência, pelas palavras do Ministro da Economia, Paulo Guedes. https://t.co/Y8UOT7ow5V;4907;25159
175;No próximo dia 19/03 embarco para os EUA, onde, dentre outros compromissos, me encontrarei com o Presidente @realDonaldTrump . Uma grande oportunidade de retomar os fortes laços entre nossas nações na busca de um ocidente com liberdade e prosperidade. Temos muito a somar! 🇧🇷🤝🇺🇸;9206;74651
176;Com o trabalho das FFAA e a liberação da BR-163 aos caminhoneiros, o ministro @tarcisiogdf concluiu sua ida ao Pará, após vistoriar os trabalhos no trecho não pavimentado, disse. “Essa rodovia foi aberta pelo General Geisel, e será concluída pelo Capitão @jairbolsonaro”. https://t.co/duKgYLh6Y5;6367;36989
177;Tal proposta surge para buscar soluções de dessalinização e purificação de águas salobras/salinas para que as populações do Semiárido Brasileiro possam conviver com as severas condições de seca. https://t.co/HCk0hWOuiL;4168;27677
178;Publicado no D.O.U a portaria 888/2019 sobre o projeto de Dessalinização do Ministério de Ciências e Tecnologias, principalmente absorvendo conhecimento nacional em conjunto com outros ministérios. https://t.co/yN5ZnX6rYt;5439;34268
179;Com a aprovação da Nova Previdência pelo Congresso Nacional, teremos condições de estabilizar as contas, potencializar investimentos, enxugar ainda mais a máquina pública, reduzindo nossas estatais e possibilitar muitos outros projetos. Os estudos estão sempre avançando! https://t.co/t4zG325rEZ;7282;38907
180;RT @ppinvestimentos: A área de energia é responsável por uma grande parcela das realizações do #PPI. O @Minas_Energia publicou ontem (6), n…;709;0
181;Participando da Cerimônia em homenagem ao Dia Internacional da Mulher ao lado de minha amada esposa, Michelle Bolsonaro. Um abraço em todas as mulheres, mães, guerreiras e trabalhadoras de nosso país! 🌹 https://t.co/mDbDpGPv93;7437;73556
182;https://t.co/PxuX2Xp0Ma;3215;21729
183;@ViniciusPoit Um forte abraço, Vinicius! 👍🇧🇷;57;1845
184;Qualquer celebração deve vir acompanhada de propostas e que respeitemos o feeling da mulher. Infelizmente não depende só de mim para que muitas das pautas já conhecidas avancem. De tudo faremos que estas jóias raras ao fim dos próximos 4 anos possam se sentir mais representadas. https://t.co/DeebaAKHBU;5496;39127
185;Lamentavelmente parte da conhecida imprensa, sem o menor compromisso com a verdade, divulga informações distorcidas sobre uso do cartão corporativo. Mais uma irresponsabilidade desmentida durante nossa live de ontem. Segue o trecho: https://t.co/1I81OWFU0T;8452;42110
186;Em esclarecedores 4 minutos: possivelmente os 5 maiores equívocos contados sobre a Previdência. https://t.co/4hP3Vdxhv0;5417;23975
187;NOVA PREVIDÊNCIA: https://t.co/TbLS1fa3cm;3913;25278
188;Voltamos a fazer lives e tentaremos fazê-las uma vez por semana com assuntos sobre fatos atuais. Link no youtube: https://t.co/bW6ISpn5A9;5907;38174
189;Faremos uma live no facebook, hoje, às 18:30, (07/03/2019). Aguardo vocês lá. Um grande abraço!;4310;41210
190;Nova Previdência: https://t.co/91mhYKBold;6580;38097
191;Foi pensando na importância disso que nosso time econômico elaborou um modelo de previdência que segue os padrões mundiais, que combate privilégios como aposentadoria especial para políticos, que cobra menos dos mais pobres, e que incluirá todos, inclusive militares. Seguimos!;4669;37098
192;Os avanços que o Brasil precisa dependem da aprovação da Nova Previdência. É a partir dela que o país terá condições de estabilizar as contas, potencializar investimentos, viabilizar uma rígida reforma tributária e enxugar ainda mais a máquina pública, reduzindo nossas estatais.;7137;51339
193;Via @Astro_Pontes - O Ministério de Ciência Tecnologia e inovações, buscando parceiras que agreguem valor ao país! Caminhando rumo ao futuro! https://t.co/jrBoTvZAVq;1887;12764
194;👍🏻 https://t.co/8VzBTH61KR;2834;23354
195;Estamos a 30 dias dos leilões de 6 áreas portuárias no Pará, localizadas no Porto de Vila do Conde e no Porto de Belém! A previsão total de investimento nos terminais é de R$ 430 milhões.;4407;36598
196;A balança comercial brasileira fechou o mês de fevereiro com superávit de US$ 3,673 bilhões, valor 10,2% superior, pela média diária, ao alcançado em igual período de 2018, US$ 2,999 bilhões. Os dados foram divulgados pelo Ministério da Economia.;9281;63770
197;@Jacquel30265778 Sempre! 🌷👍🏻🇧🇷;111;2688
198;@EstelaEuMesma 👍🏻;83;1832
199;Tratamos com o Secretário do #PPI, Adalberto Vasconcelos e com o Ministro General Santos Cruz sobre a conclusão do traçado da BR 242 entre Santiago do Norte-MT e Querência-MT e a construção da ferrovia integração centro-oeste (FICO) de Campinorte-GO a Lucas do Rio Verde-MT.;4922;39317
