;tweet;retweet;favoritos
158;“Lula é alvo de uma ofensiva judicial que não busca a justiça, mas a vingança e seu banimento político. Querem que ele morra na cadeia” - @GuilhermeBoulos sobre como opera a Justiça quando o assunto é Lula. https://t.co/Sq1NX2ELxr;592;2436
159;RT @PrensaPEsquivel: Por qué Lula debe ser nominado al Premio Nobel de la Paz. https://t.co/2ggwHh1tmr;1114;0
160;RT @DrFernandoOrtiz: O Bloco Céu na Terra no Rio de Janeiro entoa: Olê, olê, olá, Lula lá, Lula lá!  https://t.co/S1miMW276m;771;0
161;Não podemos permitir a submissão do Brasil aos EUA. Maduro é um problema dos venezuelanos, não dos americanos. Falam em fome mas não falam no Bloqueio, que mata crianças, homens e mulheres inocentes. #RecadoDoLula;2632;10532
162;Em carta dirigida na última sexta-feira (22) ao editor do Nocaute - Blog do Fernando Morais e a Ana Roxo, Lula fala grosso e insiste em que “não podemos permitir a submissão do Brasil aos EUA”. https://t.co/bAAkB5BZ8I;307;1058
163;RT @evoespueblo: Saludamos y apoyamos la postulación del hermano @LulaOficial al premio Nobel de La Paz por su lucha incansable por la demo…;7506;0
164;RECORDAR É VIVER. Lembranças de um estadista - “Na 1ª vez que falei com Bush ele queria que o Brasil entrasse na guerra contra o Iraque. Respondi que minha guerra era contra a fome no meu país” - Lula https://t.co/M8YlBnPDMf;3649;16514
165;A Vigília Lula Livre continua. No mesmo local de sempre, na luta pela democracia, pela liberdade e em solidariedade ao presidente Lula. Contribua e apoia a luta pela liberdade do presidente que mais fez pelo país. #timelula https://t.co/4ZEY8l1M50;1063;4452
166;"""Nova Previdência nada mais é do que um verdadeiro desmonte com objetivo de entregar a Previdência pública brasileira aos banqueiros, aumentando a remuneração do capital especulativo e concentrando riqueza nas mãos de quem já tem muito."" https://t.co/ZZLePviHi7";750;2029
167;"Presidente do grupo parlamentar Brasil-Alemanha no parlamento alemão, a deputada social-democrata Yasmin Fahimi disse que é ""inconcebível que Lula esteja na prisão"". #LulaLivre https://t.co/aUlZwgkdKd";494;1737
168;“A elite brasileira precisava tirar o Lula para tirar os direitos dos trabalhadores. E é isso o que está acontecendo” - Paulo Okamotto, presidente do Instituto Lula, após visita ao ex-presidente.  https://t.co/xJvwrJojc5;541;1644
169;Direto de Curitiba: Paulo Okamotto, presidente do Instituto Lula, e Márcio Macêdo, vice-presidente do PT, relatam visita a Lula na prisão. https://t.co/R49fz3dDNH;81;317
170;RT @inst_lula: Leia a carta enviada por @LulaOficial ao deputado alemão Martin Schulz nesta quarta-feira (20): https://t.co/n9rzwjo3vc;216;0
171;RT @UdoBullmann: It was a great honor to meet @gleisi Hoffmann and @senadorhumberto in Brussels today. We @TheProgressives stand with our f…;97;0
172;RT @DeputadoFederal: Tivemos excelente reunião com a deputada alemã @FahimiYasmin do @spdbt e a @FESonline sobre a conjuntura do Brasil e d…;52;0
173;Deu no Morning Star: porque Lula deveria ser nominado ao Nobel da Paz. https://t.co/JcjqFmjffM;810;2873
174;Reforma pra quem?  #timelula https://t.co/pXf4P8KUhd;269;931
175;Sobre o legado de Lula. #LulaNobeldaPaz https://t.co/3aLZsR8adx;572;2391
176;A pressa, a falta de provas e a ausência de crime são inimigas da perfeição. #timelula https://t.co/zX9HnARqaS;349;1019
177;"RT @dw_brasil: Na carta, Lula fala em ""complô da direita"" e pede apoio do deputado alemão. Em Berlim, social-democrata diz ter dúvida sobre…";256;0
178;“Obviamente, a única razão pela qual Lula está na prisão é porque ele teria vencido a eleição com as duas mãos amarradas nas costas. Se ele pudesse concorrer, o que ele não pôde, porque eles o colocaram na prisão sob acusações falsas de corrupção”. https://t.co/P8ZvyckVdh;1799;6694
179;RT @agencialupa: Além disso, não há denúncia formal do Ministério Público Federal sobre essa mansão, e @LulaOficial não responde a processo…;33;0
180;"RT @CUT_Brasil: A ""Nova Previdência"" é para todos mesmo? 🤔 👇🏾Não é para todos. Saibam quem serão os prejudicados. #ReajaOuSuaPrevidênciaAca…";713;0
181;Preso político há mais de 10 meses, Lula segue no centro do debate político nacional. E se o tempo é de carnaval, o bloco Lula Livre já se prepara para ocupar as ruas e defender a liberdade do líder que mais fez pelo país. #timelula https://t.co/oAKJJ7Nme6;604;2250
182;RT @Brasil_de_Fato: Previdência: Bolsonaro planeja cortes na renda de idosos e pessoas com deficiência https://t.co/yPAqE0iu62 #ReajaOuSuaP…;637;0
183;Sobre o legado de Lula. https://t.co/fqFQiqSbRK;338;1375
184;Não acredite em fake news. Busque informação. #timelula https://t.co/8ZjQ7xuWvk;115;386
185;RT @ptbrasil: Não podemos permitir que a Reforma da Previdência de Bolsonaro e Guedes atinja o povo brasileiro.   Vamos lutar pelo direito…;167;0
186;A presidenta do PT @Gleisi e o líder do partido no senado @senadorhumberto se reuniram hoje (19) no Parlamento Europeu com representantes do Grupo de Esquerda Europeia. https://t.co/jE4xq8qclu;189;773
187;Punir aqueles que mais precisam é mesmo a saída para a Previdência?   #timeLula https://t.co/5LwHyG0NuI;446;1418
188;Enquanto isso, no Festival de Berlim... Em cada canto um eco por #LulaLivre.   Vídeo: Marta Rocha   Comitê Lula Livre Berlim - Freiheit für Lula Berlin https://t.co/8bpDgzjksO;996;3959
189;Ajude a fortalecer a Vigília Lula Livre! Acesse e contribua: https://t.co/Z0yD9bkNGA #LulaLivreJá https://t.co/O02E5mpaSM;483;1610
190;O filme Espero tua (re)volta, de Eliza Capai, recebeu os prêmios da Anistia Internacional e da Paz, no Festival de Berlim. Na cerimônia de entrega, Capai se emocionou ao falar da injustiça representada pela prisão de Lula e pelo assassinato de Marielle. https://t.co/WeHph7hdD5;966;3323
191;UMA AULA COM LULA - Vocês se lembram de como era ter um presidente que governava para o povo?  #timelula https://t.co/WsMdo5rr0y;1471;5681
192;“Olê, olê, olê, olá, Lula, Lula...” no show do Nação Zumbi na Concha Acústica de Salvador (BA) agora.    O povo vai libertar Lula.  #LulaLivre https://t.co/0xxO6cAsHR;1207;6130
193;O carnaval em Belo Horizonte (MG) já começou mandando o recado...  #timeLula https://t.co/bq1xbdjcM3;1008;4262
194;RT @inst_lula: A diretora Eliza Capai lembrou do ex-presidente @LulaOficial ao ganhar o Prêmio da Anistia Internacional (AI) e da Paz na Be…;239;0
195;Lula recebeu ontem a intimação de mais uma sentença política. Ele escreveu a resposta no documento:  #LulaLivreJá https://t.co/WHalgCUcHb;1567;7279
196;https://t.co/vqbhnGNUV5;1687;7202
197;RT @inst_lula: Fotografias históricas de @LulaOficial, autografadas por ele, vão a leilão no dia 20 de março, em SP.  Para dar visibilidade…;455;0
198;A batalha pela libertação de Lula inicia uma nova etapa. Fernando Haddad vai percorrer o Brasil para dialogar com o povo e denunciar a perseguição judicial ao ex-presidente. #timelula https://t.co/MXBAXyLymB;1126;4918
199;Lula e Oscar Niemeyer. Simplicidade e elegância.  Foto: Ricardo Stuckert https://t.co/b2sYWGv3O2;781;5532
